index,,name,sku,selling_price,original_price,currency,availability,color,category,source,,breadcrumbs,description,brand,images,country,language,average_rating,reviews_count,crawled_at
235,,Waist Bag,H17991,32,$45 ,USD,InStock,Multicolor,Accessories,adidas United States,,Women/Accessories,"Vintage dress paired with fresh sneakers? Yes, please. Your look is all about blending modern with vintage. Based on an iconic silhouette from the archive, this adidas waist bag remixes the past for today with a reimagined shape and a colorful, lenticular material. So go ahead, wear it on the front or back. Either way, the colors shift as they catch the light. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/718da5cf7bb34197808cad3000e15406_9366/Waist_Bag_Multicolor_H17991_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c723fb5b01fc4610a9c0ad3000e159b4_9366/Waist_Bag_Multicolor_H17991_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/014d9e640629494b8876ad3000e1620a_9366/Waist_Bag_Multicolor_H17991_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6d383407f1714d1ea3e2ad3000e16a89_9366/Waist_Bag_Multicolor_H17991_05_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9bddd1b8e25944b481b4ad3000e17050_9366/Waist_Bag_Multicolor_H17991_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cd661b04eadd45f8ae76ad3000e177c0_9366/Waist_Bag_Multicolor_H17991_42_detail.jpg",USA,en,4.6,7,50:52.7
236,,Adilette Comfort Slides,GV9695,28,$35 ,USD,InStock,White,Shoes,adidas United States,,Men/Shoes,Slip into these men's slides for easy-to-wear comfort. A contoured footbed features Cloudfoam Plus for a super-soft cushioned feel. The bandage-style upper features an adidas Badge of Sport that shows your brand love.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/708a92a1fd2f43cfbb96ad1800c2dbfc_9366/Adilette_Comfort_Slides_White_GV9695_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c732eefd2b984a7ca172ad1800c2e889_9366/Adilette_Comfort_Slides_White_GV9695_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3cfa5caa695b4317a577ad1800c2f065_9366/Adilette_Comfort_Slides_White_GV9695_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/af4e64af37994bb8a2cfad1800c2f718_9366/Adilette_Comfort_Slides_White_GV9695_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d71e2e8deb0840ea8722ad1800c2fd81_9366/Adilette_Comfort_Slides_White_GV9695_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c1044e79722c413d9451ad1800c2e264_9366/Adilette_Comfort_Slides_White_GV9695_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1589a1758108482a9fb8ad180104dea9_9366/Adilette_Comfort_Slides_White_GV9695_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c9f1de9f4e9343fd9bc1ad1800c30454_9366/Adilette_Comfort_Slides_White_GV9695_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ed0773f2ee82489fb7f9ad1800c30b97_9366/Adilette_Comfort_Slides_White_GV9695_42_detail.jpg",USA,en,4.7,7291,50:52.8
237,,Santiago Lunch Bag,EX6530,20,$25 ,USD,InStock,Grey,Accessories,adidas United States,,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ba0d06ae3512450dabd2ac9f0057d00f_9366/Santiago_Lunch_Bag_Grey_EX6530_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/88058326390841dcbdb6ad5600fbdcde_d98c/Santiago_Lunch_Bag_Grey_EX6530_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/57cc6e9fd10c46aca3b6ac9f0054c11a_9366/Santiago_Lunch_Bag_Grey_EX6530_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/574ff27456014091a0a3ac9f00560bb1_9366/Santiago_Lunch_Bag_Grey_EX6530_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/13cdbf54f21746b8ae4eac9f0056cc03_9366/Santiago_Lunch_Bag_Grey_EX6530_05_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5b149024f2274530858cac9f00574e3a_9366/Santiago_Lunch_Bag_Grey_EX6530_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/704c79e45b5548ee9101ac9f00580818_9366/Santiago_Lunch_Bag_Grey_EX6530_42_detail.jpg",USA,en,5,51,50:52.9
238,,Adilette Comfort Slides,FY8836,24,$30 ,USD,InStock,Black,Shoes,adidas United States,,Kids/Shoes,"There's nothing complicated about these kids' adidas slides. Comfort and style go hand-in-hand in simple slip-on sandals that are perfect for a day at the pool, lounging at home or whatever other low-key plans your kid comes up with.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/69f29ee2604648a58754acd4000fde76_9366/Adilette_Comfort_Slides_Black_FY8836_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/81e5736fbabf4b459bcaacd4000fb821_9366/Adilette_Comfort_Slides_Black_FY8836_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fdd744fc51bf49239d8facd4000c13b0_9366/Adilette_Comfort_Slides_Black_FY8836_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ce87ddb99a9a4a0f8c07acd40011dcab_9366/Adilette_Comfort_Slides_Black_FY8836_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ed708b92d34a4515be35acd4000d3dba_9366/Adilette_Comfort_Slides_Black_FY8836_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/770ac5ea850b4a3686bdacd4000f57cb_9366/Adilette_Comfort_Slides_Black_FY8836_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3a2b5c9683264e1b8ae6acd400111275_9366/Adilette_Comfort_Slides_Black_FY8836_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/91de978a9fc64e179f88acd40012877b_9366/Adilette_Comfort_Slides_Black_FY8836_42_detail.jpg",USA,en,4.8,84,50:53.0
239,,Originals x Kevin Lyons SST Set,H22615,44,$55 ,USD,OutOfStock,Black,Clothing,adidas United States,,Kids/Clothing,"Little ones have a knack for fearlessly being themselves. That's what the playful monsters on this toddlers' adidas set are all about. Created with NY-based illustrator Kevin Lyons, they burst with color as a celebration of your kiddo's curious mind and original spirit. The matching top and bottom make daily style easy so they can get dressed fast and start exploring the world. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/44dc2efec8fd42a08ebcad1a00e145a7_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dbdd965c155a4fd4bc57ad1a00e14be0_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_03_laydown_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8d062e1e1754a9b9a3aad1a00e1520d_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_04_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0fc8a68cfaaf401da5f2ad1a00e15866_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_05_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2548e1dea9d445f9be83ad1a00e15db4_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_06_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4158edb16bf34f3286fdad1a00e1655f_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d7ff194921804aebaa7fad1a00e16e55_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0fbcd9181a4b4b3e997fad1a00e175fb_9366/Originals_x_Kevin_Lyons_SST_Set_Black_H22615_43_detail.jpg",USA,en,4.8,16,50:53.1
240,,Grand Court Shoes,H04549,52,$65 ,USD,InStock,White,Shoes,adidas United States,,Men/Shoes,Tennis shoe style reached a pinnacle in the 1970s and has never looked back. Bring some heritage vibes to your daily-wear wardrobe with these adidas shoes. Coated leather is durable with a premium finish. The rubber outsole completes the throwback look.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/65c24ea0ee4a471ab38cad1f0181e7e7_9366/Grand_Court_Shoes_White_H04549_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c7ff9217d46749c88533ad1f0181f464_9366/Grand_Court_Shoes_White_H04549_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/120516ac95c3490cadbbad1f0181fa9f_9366/Grand_Court_Shoes_White_H04549_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d1ac09b0598a4f50b45aad1f0182018a_9366/Grand_Court_Shoes_White_H04549_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4b18492bfd154852a5eaad1f01820877_9366/Grand_Court_Shoes_White_H04549_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3290a960f8ec489e8a2ead1f0181edc4_9366/Grand_Court_Shoes_White_H04549_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/33e4654366be4ca3abd6ad1f01821fd7_9366/Grand_Court_Shoes_White_H04549_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e15a1049a7ea4b1fb565ad1f01820ec8_9366/Grand_Court_Shoes_White_H04549_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b60692adddfe42d7b87cad1f018215d1_9366/Grand_Court_Shoes_White_H04549_42_detail.jpg",USA,en,4.7,838,50:53.2
241,,adidas Sportswear Future Icons 3-Stripes Tee,H39787,24,$30 ,USD,InStock,White,Clothing,adidas United States,,Men/Clothing,"It doesn't matter where you are. Your mind is always in the same place. Your dedication to sport is obvious, but this adidas t-shirt makes it even more clear with a flash of diagonal 3-Stripes across the sleeves. Whether you're in game-plan mode, celebrating after practice or just in total reset mode — the soft cotton material makes sure you stay comfortable.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/aa8bf4fa996146beb0b0ad0b00cc724f_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2904cfaeda9c405db1e1ad0b00cc77f3_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_22_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/03d36be6d9b34895a205ad0b00cc7e33_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5ee3391188484ad1bd00ad0b00cc848b_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0846f3c61d044d309c4aad0b00cca81a_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e5fd67f801db454e83d3ad0b00cc8bf0_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/501f2d068a044f5cb604ad0b00cc93ab_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4c763d3250304b5daf31ad0b00cc9b94_9366/adidas_Sportswear_Future_Icons_3-Stripes_Tee_White_H39787_43_detail.jpg",USA,en,4.6,67,50:53.5
242,,Adicolor Snap Case iPhone X,EY1191,21,$30 ,USD,InStock,Black,Accessories,adidas United States,,Originals/Accessories,"An Originals-style classic done in flexible TPU, this phone case has a two-tone look. It has authentic adidas attitude with a contrast Trefoil logo on the front and a tonal primary color look.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a6938f75a4b84a389083acd300ffa8a7_9366/Adicolor_Snap_Case_iPhone_X_Black_EY1191_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/78b29c9a2e324b3dab28acd300ffb098_9366/Adicolor_Snap_Case_iPhone_X_Black_EY1191_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7f66d3d0dad94246b4f7acd300ffb9b8_9366/Adicolor_Snap_Case_iPhone_X_Black_EY1191_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4386ebf38788494fb249acd300ffc195_9366/Adicolor_Snap_Case_iPhone_X_Black_EY1191_42_detail.jpg",USA,en,4.8,12,50:54.1
243,,Adilette Comfort Slides,FZ1700,32,$40 ,USD,InStock,Black,Shoes,adidas United States,,Swim/Shoes,"These adidas slide-in sandals have looks so good you'll want to rock them for all-day wear, not just in the locker room. They're super comfortable thanks to the contoured footbed and cozy jelly bandage strap that keeps things in place. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5d2d9ad7f7df47f99960ac93012e0d60_9366/Adilette_Comfort_Slides_Black_FZ1700_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/613464cf7a474e95b4b3ac93012e18c5_9366/Adilette_Comfort_Slides_Black_FZ1700_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8e2261f6cb8843638946ac93012e1e9f_9366/Adilette_Comfort_Slides_Black_FZ1700_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1900dbe38960422baf86ac93012e254c_9366/Adilette_Comfort_Slides_Black_FZ1700_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f0f8a1c8dfb74ed188eeac93012e2d16_9366/Adilette_Comfort_Slides_Black_FZ1700_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eb70c03a3df54fffbf85ac93012e12c0_9366/Adilette_Comfort_Slides_Black_FZ1700_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c09156ad95c84ab6b358ac93012e3321_9366/Adilette_Comfort_Slides_Black_FZ1700_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/97a90fe5e6c54eccb687ac93012e395c_9366/Adilette_Comfort_Slides_Black_FZ1700_42_detail.jpg",USA,en,4.7,7291,50:54.2
244,,Samba shoes,GZ7040,63,$90 ,USD,InStock,Black,Shoes,adidas United States,,Originals/Shoes,"This silhouette is a true reflection of sport meets style. Once an indoor football shoe, the model is now a timeless lifestyle icon. This colorway pairs minimal design with a subtle tie dye print across 3-Stripes branding and on the heel tab. ​

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/98fa87a98a424822af99acb700b4034b_9366/Samba_shoes_Black_GZ7040_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bb272e6712594f979873acb700b41075_9366/Samba_shoes_Black_GZ7040_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/09e675602fde4fdda787acb700b41735_9366/Samba_shoes_Black_GZ7040_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0c727af2c604488f913facb700b41e04_9366/Samba_shoes_Black_GZ7040_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a6c2aa358a2d47a78545acb700b4248c_9366/Samba_shoes_Black_GZ7040_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cfb00c65795d47efbfe2acb700b40a12_9366/Samba_shoes_Black_GZ7040_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dc13dd25727c467ebcfdacb700b43c3f_9366/Samba_shoes_Black_GZ7040_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/83d51ea020dd434a9597acb700b42b03_9366/Samba_shoes_Black_GZ7040_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a6d5577c1f0e43708076acb700b43283_9366/Samba_shoes_Black_GZ7040_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/92285f645b724dc08136ad1d00975fd1_9366/Samba_shoes_Black_GZ7040_HM1.jpg",USA,en,4.7,1891,50:54.4
245,,Adilette Shower Slides,GZ1013,20,$25 ,USD,InStock,Black,Shoes,adidas United States,,Men/Shoes,"Slip on and go. These slides mix 3-Stripes style with a comfortable cloudfoam unitsole, which combines the midsole with the outsole for superior cushioning. Finished with a bold linear logo on the side.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/77d5982766e242ca8efdace801163ee8_9366/Adilette_Shower_Slides_Black_GZ1013_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7cddbfef45784fccbc84ace801164c45_9366/Adilette_Shower_Slides_Black_GZ1013_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8efd65ff2e204eafaef5ace8011651bb_9366/Adilette_Shower_Slides_Black_GZ1013_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b460b8bb4a084e93b77bace8011658ec_9366/Adilette_Shower_Slides_Black_GZ1013_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/05075097fe604d6d95ceace801165f38_9366/Adilette_Shower_Slides_Black_GZ1013_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8ca08e42f0f54697aa15ace8011645f5_9366/Adilette_Shower_Slides_Black_GZ1013_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/26d980678c3341efa0b0ace801166607_9366/Adilette_Shower_Slides_Black_GZ1013_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d2085bf7e77f463d802bace801166b0c_9366/Adilette_Shower_Slides_Black_GZ1013_42_detail.jpg",USA,en,4.5,5815,50:54.5
246,,Adicolor Snap Case iPhone X,EY1181,21,$30 ,USD,InStock,Green,Accessories,adidas United States,,Originals/Accessories,"An Originals-style classic done in flexible TPU, this phone case has a two-tone look. It has authentic adidas attitude with a contrast Trefoil logo on the front and a tonal primary color look.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/971448508b2a43b9ad12acd300fee1e3_9366/Adicolor_Snap_Case_iPhone_X_Green_EY1181_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c8aa793b916e4588a942acd300fee78f_9366/Adicolor_Snap_Case_iPhone_X_Green_EY1181_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4bef07d32f2a413aaa35acd300feef24_9366/Adicolor_Snap_Case_iPhone_X_Green_EY1181_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c8466a63484c45afb25dacd300fef78d_9366/Adicolor_Snap_Case_iPhone_X_Green_EY1181_42_detail.jpg",USA,en,4.8,12,50:54.6
247,,Adilette Comfort Sandals,GV9714,28,$35 ,USD,InStock,Pink,Shoes,adidas United States,,Swim/Shoes,"Slide feet first into comfort. With a classic design, these adidas slides are the epitome of versatility and laid-back vibes. A contoured footbed delivers plush cushioning. A stylish bandage upper features adidas branding.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0a27775fa58e431a9872ad1800c31901_9366/Adilette_Comfort_Sandals_Pink_GV9714_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f2b63327a58b42b68bebad1800c3274c_9366/Adilette_Comfort_Sandals_Pink_GV9714_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d0a32d9922e84dac933fad1800c32e74_9366/Adilette_Comfort_Sandals_Pink_GV9714_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/abf0aab1b49c45afad23ad1800c33452_9366/Adilette_Comfort_Sandals_Pink_GV9714_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/45dec6a90d3949e499b6ad1800c33af4_9366/Adilette_Comfort_Sandals_Pink_GV9714_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f392cc6df0514e02ba90ad1800c3200d_9366/Adilette_Comfort_Sandals_Pink_GV9714_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/aa53511ed32d44ac9974ad180104e412_9366/Adilette_Comfort_Sandals_Pink_GV9714_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c1eb165742534e95a5b4ad1800c34268_9366/Adilette_Comfort_Sandals_Pink_GV9714_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0f383d3f71d9496f93c2ad1800c34991_9366/Adilette_Comfort_Sandals_Pink_GV9714_42_detail.jpg",USA,en,4.7,7291,50:54.7
248,,Grand Court Shoes,GV7149,52,$65 ,USD,InStock,Green,Shoes,adidas United States,,Men/Shoes,You don't have to be a tennis fan to love the sport's heritage style. These adidas shoes bring the iconic looks of the '70s to your modern everyday wardrobe. The leather upper is durable with a premium feel. The 3-Stripes complete the throwback vibe.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/56f72915b0de4d0ca8adacd100e41c77_9366/Grand_Court_Shoes_Green_GV7149_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3511b6cd3e7343d29cd2acd100e4295a_9366/Grand_Court_Shoes_Green_GV7149_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8527c24ad5054d4d9337acd100e43001_9366/Grand_Court_Shoes_Green_GV7149_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ee6ec0b6551343e9b9d9acd100e43669_9366/Grand_Court_Shoes_Green_GV7149_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eb0e1d656ca44716b8d4acd100e43d0f_9366/Grand_Court_Shoes_Green_GV7149_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/870f53bc604b4dd79d08acd100ebc08c_9366/Grand_Court_Shoes_Green_GV7149_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5c999a060a894682b18bacd100e44474_9366/Grand_Court_Shoes_Green_GV7149_42_detail.jpg",USA,en,4.7,838,50:54.8
249,,Adilette Shower Slides,GZ1008,20,$25 ,USD,InStock,Blue,Shoes,adidas United States,,Men/Shoes,"Slip on and go. These slides mix 3-Stripes style with a comfortable cloudfoam unitsole, which combines the midsole with the outsole for superior cushioning. Finished with a bold linear logo on the side.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5000df4a2c214aa1a580ace80115fd67_9366/Adilette_Shower_Slides_Blue_GZ1008_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/aa35547fe5ce4881bd4aace801160a9a_9366/Adilette_Shower_Slides_Blue_GZ1008_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ee49ac7c73fa46f7a3e0ace80116125f_9366/Adilette_Shower_Slides_Blue_GZ1008_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/52593522fc7f44bf86fbace80116183e_9366/Adilette_Shower_Slides_Blue_GZ1008_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d239694c345245609c3cace801161f09_9366/Adilette_Shower_Slides_Blue_GZ1008_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0167f80aaa30473f8f9aace801160453_9366/Adilette_Shower_Slides_Blue_GZ1008_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/44464f13fa64494181d1ace80116342c_9366/Adilette_Shower_Slides_Blue_GZ1008_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2a9cf03c2e6046ac8c88ace801162670_9366/Adilette_Shower_Slides_Blue_GZ1008_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/07da13271ca44c13818cace801162c79_9366/Adilette_Shower_Slides_Blue_GZ1008_42_detail.jpg",USA,en,4.5,5815,50:54.9
250,,adidas Sportswear Future Icons Logo Graphic Tee,GR4111,24,$30 ,USD,InStock,White,Clothing,adidas United States,,Men/Clothing,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7558b605842b467ead58ad1700b2276b_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0d2c90c3e1d346fbb66aad1700b22bb2_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_22_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fb6076ce52a24cbf91bdad1700b23258_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ff1662dce32c4593a3fead1700b23b8a_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7dcbedeb710242588c32ad0b00814e23_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/658a7abe46f1457a9782ad1700b2422a_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_25_outfit.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9b2f74524997448eb0d9ad1700b249e0_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5cf14c7b89174256b0a0ad1700b2546e_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b3a278e481c645d19783ad1700b25c0b_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_White_GR4111_43_detail.jpg",USA,en,4.6,78,50:55.0
