Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P1218,Comics,Books,223.42,0,12,386,S858,45-54,"Phoenix, USA",Female,0.69,Express,5.07,No,92
P3352,Vacuum Cleaner,Home Appliances,1532.67,25,12,354,S264,25-34,"Berlin, Germany",Non-Binary,17.19,Overnight,2.66,Yes,9
P5520,Microwave,Home Appliances,631.84,10,15,179,S812,35-44,"Sydney, Australia",Non-Binary,25.85,Express,2.17,Yes,74
P7788,Dress,Apparel,1580.58,15,8,415,S410,35-44,"Tokyo, Japan",Female,20.92,Overnight,18.17,No,15
P4847,Socks,Apparel,1443.91,15,10,465,S826,35-44,Singapore,Female,35.49,Standard,11.58,No,37
P5551,Skirt,Apparel,1788.25,10,8,282,S892,18-24,"Mumbai, India",Non-Binary,38.6,Standard,9.55,Yes,44
P8671,Toaster,Home Appliances,492.75,20,10,53,S589,35-44,"Houston, USA",Female,34.89,Standard,3.6,Yes,99
P5400,Magazines,Books,686.08,25,12,5,S268,55+,"Tokyo, Japan",Non-Binary,24.29,Overnight,11.78,No,39
P5293,Jeans,Apparel,1990.31,10,5,35,S747,55+,"Tokyo, Japan",Female,20.56,Overnight,7.37,No,38
P9591,Flats,Footwear,1454.76,5,15,26,S638,45-54,"Chicago, USA",Non-Binary,17.25,Standard,6.91,No,48
P6059,Refrigerator,Home Appliances,1136.68,0,12,34,S263,45-54,"Mumbai, India",Female,36.24,Express,18.19,No,17
P5838,Vacuum Cleaner,Home Appliances,1858.81,25,15,494,S347,35-44,"Paris, France",Male,20.56,Overnight,16.68,No,64
P2046,Gaming Console,Electronics,526.44,20,5,373,S882,45-54,"Paris, France",Female,40.59,Overnight,8.42,No,81
P2032,Cookbooks,Books,1281.35,5,15,363,S172,55+,Singapore,Female,46.08,Standard,3.06,Yes,31
P7716,Blender,Home Appliances,415.47,25,5,384,S650,18-24,"Berlin, Germany",Non-Binary,11.28,Express,8.6,No,89
P2390,Hiking Shoes,Footwear,1994.13,5,12,416,S190,45-54,"New York, USA",Non-Binary,1.81,Overnight,11.29,No,4
P4883,Heels,Footwear,1055.5,25,8,93,S475,35-44,"Dubai, UAE",Male,38.53,Standard,19.87,No,82
P8315,Vacuum Cleaner,Home Appliances,1902.97,25,8,218,S498,18-24,"Toronto, Canada",Female,7.25,Overnight,10.48,No,9
P2791,Heels,Footwear,311.08,10,8,428,S436,18-24,"Mumbai, India",Non-Binary,24.75,Express,16.04,No,52
P2779,Refrigerator,Home Appliances,883.58,10,12,22,S221,35-44,"Tokyo, Japan",Non-Binary,18.51,Express,12.76,Yes,13
P4496,Fiction,Books,1526.63,0,8,259,S903,25-34,"Berlin, Germany",Non-Binary,0.92,Overnight,18.6,Yes,17
P7014,Dishwasher,Home Appliances,47.03,15,12,336,S150,25-34,"Phoenix, USA",Male,32.39,Express,1.88,Yes,2
P4002,Laptop,Electronics,497.27,10,8,144,S173,18-24,"Berlin, Germany",Male,14.74,Express,6.78,Yes,89
P6690,Blender,Home Appliances,1990.79,15,12,0,S626,25-34,"Paris, France",Female,11.46,Standard,11.01,No,11
P6432,Magazines,Books,1472.14,0,15,461,S601,25-34,"Berlin, Germany",Male,49.22,Standard,19.24,Yes,3
P6233,Flats,Footwear,873.89,25,5,332,S516,55+,"London, UK",Male,49.76,Standard,9.9,No,26
P4469,Refrigerator,Home Appliances,876.64,10,5,468,S744,35-44,"New York, USA",Non-Binary,38.37,Express,14.61,Yes,68
P3217,Toaster,Home Appliances,593.47,10,15,16,S900,35-44,"Toronto, Canada",Female,10.98,Express,2.39,No,80
P1946,Biographies,Books,1965.07,25,5,412,S612,35-44,"Chicago, USA",Male,0.98,Overnight,10.69,No,53
P6362,Boots,Footwear,856.23,10,8,79,S802,55+,"Paris, France",Non-Binary,25.94,Express,2.2,No,24
P2558,Speaker,Electronics,1996.33,0,12,164,S538,18-24,"Toronto, Canada",Male,20.93,Standard,14.48,Yes,6
P4957,Air Conditioner,Home Appliances,1796.69,15,5,263,S930,55+,"Paris, France",Female,33.39,Standard,17.32,No,63
P1254,Skirt,Apparel,495.78,25,10,393,S709,35-44,"Los Angeles, USA",Male,20.52,Overnight,1.03,No,85
P3012,Formal Shoes,Footwear,1514.49,0,5,138,S337,25-34,"Los Angeles, USA",Non-Binary,7.78,Express,18.05,No,80
P3455,Shirt,Apparel,1301.57,20,15,228,S357,18-24,"Berlin, Germany",Female,38.35,Standard,10.12,Yes,36
P7242,Sandals,Footwear,1619.35,0,12,303,S292,25-34,"Dubai, UAE",Female,49.39,Standard,7.26,Yes,36
P7179,Microwave,Home Appliances,809.32,5,10,81,S721,35-44,"Phoenix, USA",Non-Binary,1.98,Express,15.18,No,17
P8520,Flats,Footwear,1689.05,25,15,493,S788,25-34,Singapore,Male,40.43,Overnight,15.18,Yes,36
P2322,Dress,Apparel,1138.74,20,10,88,S894,18-24,"Cape Town, South Africa",Non-Binary,42.49,Express,18.24,Yes,70
P1020,Sneakers,Footwear,1050.62,25,5,48,S968,18-24,Singapore,Non-Binary,0.62,Standard,19.72,No,68
P2233,Camera,Electronics,702.78,15,15,495,S227,55+,"Tokyo, Japan",Non-Binary,15.51,Standard,7.63,No,98
P4230,Smartwatch,Electronics,910.64,20,8,280,S814,18-24,"London, UK",Female,45.3,Standard,16.68,Yes,7
P9392,Fiction,Books,1215.87,15,12,339,S655,35-44,"Tokyo, Japan",Female,28.32,Standard,15.68,No,38
P4108,Washing Machine,Home Appliances,448.55,20,10,162,S488,25-34,"Tokyo, Japan",Female,7.14,Standard,14.22,Yes,17
P3612,Headphones,Electronics,1259.5,10,15,402,S942,18-24,Singapore,Non-Binary,6.09,Express,5.11,No,60
P5674,Jacket,Apparel,300.3,10,12,104,S769,55+,"Cape Town, South Africa",Female,47.77,Standard,9.12,No,8
P7392,Refrigerator,Home Appliances,1873.85,25,12,297,S367,45-54,"Los Angeles, USA",Male,20.83,Standard,13.28,No,97
P6174,Smartphone,Electronics,1184.39,15,10,24,S877,35-44,"New York, USA",Male,44.34,Standard,11.26,No,8
P4197,Slippers,Footwear,1099.73,5,8,78,S434,45-54,"New York, USA",Non-Binary,6.01,Standard,6.5,No,67
P1327,Washing Machine,Home Appliances,1865.51,15,10,445,S386,45-54,"Houston, USA",Male,46.9,Standard,11.15,Yes,67
P1962,Boots,Footwear,1110.37,20,12,180,S174,18-24,"New York, USA",Non-Binary,5.17,Standard,10.94,Yes,93
P6012,Smartphone,Electronics,1931.19,25,5,119,S166,25-34,"Sydney, Australia",Non-Binary,32.09,Overnight,10.96,Yes,7
P1278,Blender,Home Appliances,666.05,25,10,82,S280,35-44,"Los Angeles, USA",Non-Binary,39.6,Express,11.75,Yes,3
P3684,Formal Shoes,Footwear,1919.69,25,12,457,S462,25-34,"Phoenix, USA",Female,20.09,Express,11.52,Yes,80
P3563,Skirt,Apparel,890.18,10,15,181,S442,35-44,"Berlin, Germany",Non-Binary,16.95,Overnight,6.13,No,80
P8052,Shorts,Apparel,792.81,20,5,211,S516,35-44,"Phoenix, USA",Non-Binary,3.81,Express,6.16,No,97
P8257,Jacket,Apparel,1441.57,0,15,427,S475,18-24,"London, UK",Male,15.28,Standard,17.06,Yes,99
P3016,T-shirt,Apparel,444.22,0,5,453,S515,25-34,"Paris, France",Female,49.15,Overnight,11.67,No,66
P1615,Sneakers,Footwear,1182.18,5,12,279,S238,25-34,"Dubai, UAE",Non-Binary,24.79,Overnight,6.3,No,20
P8336,Hiking Shoes,Footwear,1400.57,10,15,393,S311,55+,"New York, USA",Male,41.37,Overnight,8.36,Yes,45
P8290,Smartphone,Electronics,956.13,10,15,366,S889,25-34,"Dubai, UAE",Female,30.42,Standard,17.46,Yes,86
P8935,Dishwasher,Home Appliances,452.65,0,12,175,S113,18-24,"Los Angeles, USA",Non-Binary,11.8,Overnight,2.77,Yes,55
P1072,Jacket,Apparel,287.01,0,5,23,S355,35-44,"London, UK",Female,0.11,Standard,17.66,No,29
P2199,Flats,Footwear,271.07,10,12,458,S655,45-54,Singapore,Non-Binary,43.44,Standard,18.85,No,50
P6857,Monitor,Electronics,66.57,20,12,197,S859,55+,"Houston, USA",Male,38.7,Standard,8.98,Yes,10
P5060,Graphic Novels,Books,1482.58,20,8,122,S866,45-54,"Phoenix, USA",Non-Binary,1.91,Overnight,14.37,No,83
P2342,Washing Machine,Home Appliances,1935.61,10,10,325,S196,45-54,"Toronto, Canada",Male,28.22,Standard,9.29,Yes,64
P4402,Cookbooks,Books,423.26,25,10,284,S684,18-24,"Tokyo, Japan",Non-Binary,22.23,Express,15.35,No,13
P4612,Formal Shoes,Footwear,1176.94,25,10,173,S339,45-54,"Toronto, Canada",Male,36.5,Express,9.88,No,85
P1857,Magazines,Books,517.51,15,5,21,S683,35-44,"Berlin, Germany",Male,27.65,Standard,18.77,Yes,53
P4260,Air Conditioner,Home Appliances,1931.39,25,12,72,S763,35-44,"Tokyo, Japan",Male,8.03,Overnight,5.7,No,5
P4893,Toaster,Home Appliances,1284.7,25,10,307,S295,55+,"Sydney, Australia",Male,17.5,Standard,6.02,No,37
P5855,Washing Machine,Home Appliances,1181.03,0,5,363,S767,25-34,"Houston, USA",Male,7.06,Express,10.28,Yes,14
P9141,Socks,Apparel,1524.62,20,5,417,S842,35-44,"Mumbai, India",Non-Binary,39.9,Express,18.06,No,97
P9076,Tablet,Electronics,1436.45,25,10,427,S164,18-24,"Tokyo, Japan",Male,6.42,Express,18.59,No,15
P1807,Boots,Footwear,1614.78,25,12,221,S450,18-24,"Tokyo, Japan",Male,11.7,Overnight,16.35,Yes,17
P5089,Headphones,Electronics,1984.72,0,12,86,S337,18-24,"Mumbai, India",Male,42.67,Standard,17.88,No,94
P1636,Jeans,Apparel,403.54,20,8,207,S800,45-54,"Cape Town, South Africa",Female,46.11,Standard,3.45,No,39
P9981,Formal Shoes,Footwear,747.09,25,12,270,S796,18-24,"Paris, France",Non-Binary,41.85,Standard,4.07,No,33
P7247,Slippers,Footwear,1873.26,15,8,355,S220,55+,"Los Angeles, USA",Female,4.98,Standard,7.12,No,55
P9851,Socks,Apparel,1668.6,10,12,297,S177,18-24,"Mumbai, India",Non-Binary,48.36,Express,16.31,No,95
P9410,Microwave,Home Appliances,1782,10,5,119,S919,55+,"Chicago, USA",Male,11.53,Standard,9.59,Yes,94
P3323,Vacuum Cleaner,Home Appliances,184.78,10,12,390,S993,55+,"New York, USA",Male,20.29,Standard,5.5,Yes,86
P1845,Blender,Home Appliances,611.18,0,15,154,S268,18-24,"Phoenix, USA",Non-Binary,38.56,Express,10.23,No,67
P5565,Sneakers,Footwear,349.32,15,5,419,S843,35-44,"Phoenix, USA",Male,39.19,Standard,13.63,Yes,21
P8741,Shirt,Apparel,512.5,5,12,138,S859,55+,"Toronto, Canada",Male,39.84,Overnight,2.89,Yes,87
P2030,Smartwatch,Electronics,1313.34,15,8,373,S702,25-34,"Los Angeles, USA",Non-Binary,18.3,Express,3.15,No,13
P4863,Shorts,Apparel,686.55,10,10,159,S653,18-24,"Chicago, USA",Male,36.32,Express,18.75,No,93
P1413,Fiction,Books,1595.85,0,12,97,S590,18-24,"Houston, USA",Non-Binary,31.74,Express,4.42,No,45
P8138,Headphones,Electronics,49.72,5,15,164,S831,18-24,"Paris, France",Male,48.49,Express,10.2,No,3
P9182,Laptop,Electronics,639.31,15,12,186,S814,18-24,"Phoenix, USA",Male,35.65,Standard,17.75,Yes,36
P1793,T-shirt,Apparel,335.54,10,8,300,S766,55+,"Houston, USA",Female,45.85,Standard,18.95,Yes,84
P6205,Magazines,Books,1601.23,25,10,104,S664,35-44,"Los Angeles, USA",Male,21.98,Standard,2.42,No,87
P9130,Smartwatch,Electronics,426.6,20,15,470,S201,35-44,"Dubai, UAE",Non-Binary,30.44,Standard,13.96,Yes,65
P8452,Jeans,Apparel,428.17,25,12,80,S180,18-24,"New York, USA",Female,43.53,Overnight,17.85,Yes,15
P1778,Flats,Footwear,1909.14,5,5,32,S315,45-54,"Berlin, Germany",Female,19.35,Overnight,8.83,No,86
P8674,Laptop,Electronics,1848.45,5,5,70,S849,35-44,"Chicago, USA",Non-Binary,32.8,Standard,13.43,No,5
P9727,Headphones,Electronics,134.06,10,5,187,S575,45-54,"Tokyo, Japan",Non-Binary,29.61,Overnight,3.63,No,47
P3761,Sandals,Footwear,1222.26,20,12,474,S350,25-34,"Tokyo, Japan",Non-Binary,0.77,Standard,5.3,No,77
P5312,Headphones,Electronics,1589.05,25,8,137,S757,25-34,"Houston, USA",Female,49.98,Overnight,13.45,No,87
P1717,T-shirt,Apparel,1777.48,10,8,47,S504,35-44,"Los Angeles, USA",Female,16.07,Overnight,11.05,No,49
P9071,Sweater,Apparel,987.34,0,12,281,S885,35-44,"New York, USA",Female,30.37,Overnight,19.05,No,93
P7266,Biographies,Books,1898.64,5,8,202,S950,55+,"Mumbai, India",Male,10.47,Overnight,5.75,Yes,45
P4986,Graphic Novels,Books,1977.85,20,15,426,S917,25-34,Singapore,Female,28.8,Overnight,19.01,Yes,34
P6660,Gaming Console,Electronics,1984.33,0,15,346,S201,25-34,Singapore,Male,42.28,Overnight,3.56,No,5
P5774,Washing Machine,Home Appliances,196.1,15,8,318,S497,35-44,"New York, USA",Male,21.79,Overnight,18.88,Yes,26
P7274,Dishwasher,Home Appliances,513.08,10,8,396,S148,35-44,"Paris, France",Male,1.24,Standard,13.39,No,68
P8962,Sandals,Footwear,988.17,10,15,310,S169,35-44,Singapore,Female,29.27,Overnight,19.36,Yes,72
P6589,Skirt,Apparel,316.58,20,15,181,S377,35-44,"Toronto, Canada",Male,14.42,Express,7.43,No,90
P7818,Refrigerator,Home Appliances,385.74,15,15,437,S500,18-24,"Dubai, UAE",Female,16.22,Standard,13.27,Yes,97
P7597,Graphic Novels,Books,1867.76,15,15,483,S958,18-24,"Cape Town, South Africa",Male,10.22,Standard,12.91,No,93
P4739,Blender,Home Appliances,811.46,5,10,279,S459,35-44,"Dubai, UAE",Female,24.36,Standard,13.92,Yes,97
P5658,Shorts,Apparel,1189.06,15,10,323,S981,18-24,"Cape Town, South Africa",Male,48.13,Overnight,15.15,Yes,41
P4991,Tablet,Electronics,1586.2,25,8,458,S410,18-24,"Berlin, Germany",Female,44.84,Standard,16.07,No,34
P6376,Shirt,Apparel,562.06,10,8,23,S336,45-54,"Berlin, Germany",Non-Binary,47.78,Standard,16.12,No,46
P4930,Monitor,Electronics,644.19,20,5,335,S353,45-54,"New York, USA",Male,39.09,Standard,15.25,Yes,66
P1667,Smartphone,Electronics,272.04,20,12,293,S289,25-34,"Cape Town, South Africa",Male,43.13,Express,12.45,Yes,37
P8716,Flats,Footwear,1830.82,25,5,414,S195,18-24,"London, UK",Non-Binary,46.42,Overnight,3.59,Yes,70
P5337,Formal Shoes,Footwear,755.79,25,15,170,S861,55+,"Chicago, USA",Female,41.46,Standard,1.85,No,95
P7659,Headphones,Electronics,1970.88,0,15,294,S173,25-34,"Phoenix, USA",Male,46,Express,18.94,No,40
P1222,Boots,Footwear,15.94,10,8,277,S722,55+,Singapore,Female,34.33,Standard,17.56,No,8
P3693,Cookbooks,Books,595.73,15,5,499,S912,35-44,"Toronto, Canada",Female,46.12,Express,12.07,Yes,88
P7535,Boots,Footwear,1100.74,10,8,6,S794,18-24,"London, UK",Non-Binary,47.25,Overnight,11.32,No,38
P5275,Magazines,Books,527.56,25,5,254,S827,35-44,"Paris, France",Female,43.21,Overnight,9.39,No,86
P2875,Vacuum Cleaner,Home Appliances,146.99,15,10,144,S784,18-24,"London, UK",Male,26.39,Express,10.3,Yes,60
P5429,Microwave,Home Appliances,294.77,25,10,202,S942,25-34,"Cape Town, South Africa",Non-Binary,39.18,Express,5.82,No,98
P2420,Toaster,Home Appliances,1178.32,5,15,5,S228,45-54,Singapore,Non-Binary,12.46,Express,19.89,Yes,21
P2561,Smartphone,Electronics,1507.94,15,10,146,S986,55+,"Toronto, Canada",Female,15.16,Overnight,12.66,Yes,26
P1052,Skirt,Apparel,208.49,5,15,270,S860,25-34,"London, UK",Male,14.62,Standard,17.58,No,19
P8166,Sneakers,Footwear,1297.5,5,10,406,S285,35-44,"Sydney, Australia",Male,24.78,Standard,15.54,Yes,66
P9082,Air Conditioner,Home Appliances,297.76,5,8,230,S908,45-54,"Mumbai, India",Female,18.78,Standard,8.24,No,69
P9008,Heels,Footwear,1204.21,5,12,157,S649,18-24,"Dubai, UAE",Non-Binary,31.13,Express,3.39,No,93
P1165,Skirt,Apparel,1885.67,25,5,417,S268,35-44,"Tokyo, Japan",Non-Binary,14.07,Express,16.75,No,68
P5867,Biographies,Books,1180.2,5,5,463,S716,55+,"Toronto, Canada",Non-Binary,30.17,Express,7.44,No,56
P1688,Air Conditioner,Home Appliances,890.86,0,5,159,S793,55+,"London, UK",Non-Binary,23.61,Express,10.33,Yes,0
P5567,Headphones,Electronics,661.81,20,12,24,S529,35-44,"New York, USA",Female,28.22,Overnight,6.92,Yes,91
P7067,Shorts,Apparel,1839.45,5,5,134,S150,55+,"New York, USA",Non-Binary,45.57,Express,5.54,No,32
P2870,Washing Machine,Home Appliances,601.35,25,10,64,S632,35-44,"Sydney, Australia",Female,7.32,Express,9.6,No,90
P2695,Comics,Books,975.21,15,10,432,S543,45-54,"Cape Town, South Africa",Non-Binary,45.98,Standard,13.25,Yes,80
P8180,Refrigerator,Home Appliances,1438,20,15,493,S816,25-34,Singapore,Female,10.47,Express,5.69,No,92
P3992,Dishwasher,Home Appliances,127.18,15,5,415,S371,35-44,Singapore,Non-Binary,6.81,Overnight,17.93,Yes,71
P3101,Smartphone,Electronics,363.73,10,5,41,S780,45-54,"Sydney, Australia",Non-Binary,27.15,Overnight,18,No,72
P3822,Air Conditioner,Home Appliances,1007.16,10,12,416,S560,55+,"New York, USA",Male,41.31,Overnight,3.51,No,5
P6127,Microwave,Home Appliances,1628.9,25,15,417,S510,55+,"Berlin, Germany",Male,36.99,Standard,19.22,No,21
P2965,Cookbooks,Books,1163.43,10,8,219,S156,55+,"Chicago, USA",Non-Binary,48.23,Express,10.52,No,11
P7360,Heels,Footwear,1493.77,20,5,360,S745,55+,"Paris, France",Male,8.66,Express,11.71,Yes,93
P7650,Sneakers,Footwear,552.83,10,10,488,S921,25-34,"New York, USA",Non-Binary,4.03,Standard,13.77,Yes,64
P5393,Textbooks,Books,717.59,20,12,187,S133,25-34,"Toronto, Canada",Non-Binary,29.87,Standard,1.63,No,10
P8609,Shorts,Apparel,549.31,20,5,202,S217,35-44,"Cape Town, South Africa",Male,44.34,Overnight,4.99,No,53
P6115,Sweater,Apparel,1906.7,0,5,266,S334,35-44,"Mumbai, India",Female,29.35,Standard,12.98,Yes,70
P1088,Boots,Footwear,712.71,5,8,298,S745,45-54,"London, UK",Non-Binary,19.33,Overnight,8.44,Yes,76
P2064,Graphic Novels,Books,911.62,20,15,117,S975,18-24,"Los Angeles, USA",Non-Binary,49.79,Express,8.63,Yes,48
P7031,Gaming Console,Electronics,825.75,10,15,424,S117,55+,Singapore,Female,10.91,Express,11.65,Yes,35
P5144,Flats,Footwear,567.51,25,8,456,S986,35-44,"London, UK",Male,0.88,Overnight,15.03,No,51
P7001,Running Shoes,Footwear,18.64,25,15,477,S488,35-44,"Los Angeles, USA",Male,10.95,Overnight,12.66,Yes,3
P4724,Refrigerator,Home Appliances,861.55,10,8,196,S698,55+,"Chicago, USA",Female,46.1,Express,3.25,No,51
P7900,Boots,Footwear,455.77,25,15,313,S129,25-34,"Los Angeles, USA",Non-Binary,24.6,Standard,15.8,Yes,75
P8661,Dress,Apparel,531.6,20,15,342,S495,35-44,"Tokyo, Japan",Non-Binary,22.53,Standard,17.93,Yes,54
P1220,Biographies,Books,385.43,0,8,141,S385,35-44,"Paris, France",Male,46.71,Standard,9.52,No,71
P1831,Laptop,Electronics,1810.67,25,5,396,S181,35-44,"London, UK",Female,10.6,Express,9.98,Yes,20
P5363,Graphic Novels,Books,1414.24,15,12,414,S521,35-44,"Chicago, USA",Female,22.13,Overnight,14.24,Yes,78
P3448,Smartphone,Electronics,909.82,10,10,10,S406,55+,"Tokyo, Japan",Male,41.09,Express,11.57,No,73
P1823,Jacket,Apparel,1607.6,20,5,360,S800,18-24,"Sydney, Australia",Female,11.28,Overnight,6.96,No,24
P6241,Air Conditioner,Home Appliances,1606.05,15,15,322,S130,25-34,"Phoenix, USA",Male,40.96,Standard,1.24,No,95
P5114,Monitor,Electronics,944.68,20,10,401,S492,35-44,"Tokyo, Japan",Non-Binary,30.44,Express,6.45,Yes,73
P6789,Speaker,Electronics,1210.12,5,12,304,S287,25-34,"Toronto, Canada",Female,32.75,Overnight,15.73,No,89
P4257,Toaster,Home Appliances,676.28,0,8,375,S939,18-24,"Houston, USA",Female,39.65,Standard,2.53,Yes,17
P9212,Laptop,Electronics,666.01,20,5,278,S133,18-24,"Paris, France",Non-Binary,9.35,Standard,12.57,Yes,13
P1401,Smartwatch,Electronics,1801.99,5,15,492,S231,55+,"New York, USA",Male,13.08,Express,6.14,Yes,85
P8855,Boots,Footwear,1923.05,10,12,215,S494,45-54,"London, UK",Male,27.07,Overnight,7.71,Yes,48
P9280,Jacket,Apparel,607.43,10,5,330,S314,45-54,"Sydney, Australia",Male,43.91,Overnight,3.08,Yes,23
P7083,Jacket,Apparel,1092.11,25,8,352,S982,35-44,"London, UK",Non-Binary,16.98,Express,13.92,No,67
P2932,Boots,Footwear,936.31,10,12,139,S649,18-24,Singapore,Male,45.16,Standard,10.29,No,61
P7307,Dress,Apparel,564.74,25,10,249,S367,18-24,"Dubai, UAE",Male,21.03,Standard,3.17,No,87
P5496,Magazines,Books,1817.16,25,15,149,S991,18-24,Singapore,Female,8.1,Express,2.04,No,49
P9599,Fiction,Books,1888.21,5,5,189,S381,35-44,"New York, USA",Female,6.34,Overnight,5.78,Yes,75
P1303,Flats,Footwear,625.52,15,12,398,S352,35-44,"Berlin, Germany",Male,28.18,Express,3.86,No,79
P1598,Dishwasher,Home Appliances,1970.77,10,5,8,S710,45-54,"Toronto, Canada",Male,16.92,Overnight,6.74,No,80
P5352,Flats,Footwear,217.76,20,5,189,S321,35-44,"Tokyo, Japan",Male,43.19,Overnight,10.87,Yes,37
P1467,Socks,Apparel,1919.76,25,8,251,S243,18-24,"Mumbai, India",Male,47.5,Express,8.63,Yes,11
P7823,Sandals,Footwear,178.69,10,8,386,S493,35-44,"Sydney, Australia",Female,42.02,Standard,9.03,No,79
P4240,Comics,Books,616.34,20,8,36,S185,18-24,"Sydney, Australia",Female,11.6,Overnight,1.5,Yes,91
P5051,Fiction,Books,514.89,5,8,125,S605,18-24,Singapore,Male,39.51,Standard,7.04,Yes,6
P7651,Dress,Apparel,1430.78,0,8,181,S618,25-34,"London, UK",Non-Binary,39.31,Standard,14.13,Yes,19
P4027,Speaker,Electronics,477.02,15,10,296,S460,25-34,"Paris, France",Female,5.75,Overnight,2.22,No,26
P5751,Monitor,Electronics,647.64,20,5,81,S911,35-44,Singapore,Male,42.45,Overnight,18.41,Yes,79
P7606,Sneakers,Footwear,521.56,5,15,371,S428,45-54,"Cape Town, South Africa",Female,16.1,Standard,12.27,No,59
P6468,Smartwatch,Electronics,277.35,25,8,481,S145,18-24,"Tokyo, Japan",Non-Binary,37.28,Standard,6.6,No,92
P4607,Tablet,Electronics,1788.22,20,5,468,S881,55+,"London, UK",Male,44.21,Standard,14.37,No,25
P4986,Smartwatch,Electronics,67.51,20,12,205,S377,55+,Singapore,Non-Binary,25.14,Express,1.12,No,98
P4700,Non-Fiction,Books,546.52,10,10,24,S560,55+,"Cape Town, South Africa",Non-Binary,0.5,Overnight,1.06,No,65
P6967,Shorts,Apparel,961.73,10,8,265,S635,35-44,"Los Angeles, USA",Male,45.62,Express,2.38,No,28
P1812,Magazines,Books,807.38,10,5,131,S206,18-24,"Toronto, Canada",Female,18.19,Standard,7.07,Yes,35
P7226,Monitor,Electronics,1184.49,5,15,312,S514,35-44,"Berlin, Germany",Female,26.86,Standard,1.95,Yes,76
P6642,Toaster,Home Appliances,616.09,25,12,395,S655,18-24,"London, UK",Non-Binary,49.69,Express,15.84,Yes,6
P7139,Textbooks,Books,1021.1,5,8,496,S772,35-44,"Mumbai, India",Non-Binary,46.62,Standard,14.3,Yes,92
P5058,Shorts,Apparel,1079.91,10,15,215,S628,25-34,"Chicago, USA",Female,31.86,Standard,14.24,Yes,57
P3422,Magazines,Books,1744.03,10,5,101,S280,45-54,"Phoenix, USA",Female,22.65,Standard,17.62,No,31
P6945,Sandals,Footwear,456.99,15,12,366,S757,18-24,"Paris, France",Female,21.91,Express,1.02,Yes,100
P2544,Monitor,Electronics,84.72,10,8,438,S110,55+,"Los Angeles, USA",Female,17.84,Standard,4.37,No,4
P6175,Cookbooks,Books,480.08,25,15,121,S862,55+,"Mumbai, India",Female,42.9,Standard,7.18,Yes,3
P1146,Microwave,Home Appliances,741.5,25,8,56,S950,35-44,"Los Angeles, USA",Male,23.38,Standard,6.89,Yes,80
P9550,Textbooks,Books,1548.95,20,15,13,S221,45-54,"Paris, France",Non-Binary,2.7,Express,11.61,Yes,79
P4996,Heels,Footwear,1344,5,15,249,S207,25-34,"Houston, USA",Male,0.38,Express,16.17,No,50
P8132,Headphones,Electronics,374.65,15,8,3,S931,45-54,"Los Angeles, USA",Female,9.2,Express,15.89,Yes,14
P1203,Slippers,Footwear,750.61,10,8,242,S674,35-44,"Tokyo, Japan",Female,8.78,Express,7.86,No,20
P8295,Graphic Novels,Books,1041.5,10,5,104,S220,25-34,"Sydney, Australia",Female,16.68,Express,6.06,Yes,9
P3988,Hiking Shoes,Footwear,451.47,15,15,108,S288,55+,"Los Angeles, USA",Female,24.51,Express,14.79,No,24
P8934,Flats,Footwear,1317.29,0,5,310,S404,45-54,"Tokyo, Japan",Male,8.22,Standard,5.24,No,78
P7568,Shirt,Apparel,1590.42,20,8,206,S762,25-34,"Dubai, UAE",Non-Binary,19.16,Express,2.99,No,99
P7118,Skirt,Apparel,494.16,20,15,40,S698,18-24,"Tokyo, Japan",Male,29.12,Express,4.37,Yes,40
P2407,Heels,Footwear,1029.56,0,10,141,S339,25-34,"Chicago, USA",Male,17.93,Standard,1.1,Yes,24
P3648,Washing Machine,Home Appliances,836.36,15,10,2,S747,55+,"London, UK",Female,35.92,Overnight,3.95,No,80
P6640,Gaming Console,Electronics,293,5,5,362,S624,18-24,"Berlin, Germany",Non-Binary,5.39,Express,4.61,No,74
P8074,Dress,Apparel,386.82,20,5,71,S175,45-54,"Los Angeles, USA",Male,1.24,Overnight,3.41,No,40
P3646,Cookbooks,Books,148.84,15,5,407,S560,45-54,"New York, USA",Non-Binary,36.14,Overnight,13.75,Yes,47
P7999,Smartwatch,Electronics,204.82,25,12,344,S998,25-34,"Houston, USA",Non-Binary,35.13,Standard,5.61,No,71
P5629,Shorts,Apparel,802.64,15,10,48,S280,18-24,"Mumbai, India",Non-Binary,41.2,Overnight,7.37,Yes,75
P5098,Sandals,Footwear,1919.83,0,10,497,S911,35-44,Singapore,Non-Binary,21.27,Express,1.85,Yes,71
P2027,Fiction,Books,1807.45,15,5,188,S768,35-44,"Chicago, USA",Female,41.61,Express,15.54,Yes,86
P1337,Shirt,Apparel,1155.1,0,8,120,S737,45-54,"Toronto, Canada",Non-Binary,35.12,Overnight,16.04,Yes,61
P4582,Dishwasher,Home Appliances,258.43,5,10,112,S580,18-24,"Mumbai, India",Non-Binary,37.5,Express,7,No,50
P8985,Cookbooks,Books,427.5,5,5,403,S673,18-24,"Mumbai, India",Male,44.36,Express,12.18,No,86
P5076,Non-Fiction,Books,1060.95,25,15,96,S749,25-34,"Mumbai, India",Male,39.29,Standard,1.73,No,75
